City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
317,Qui Nhon,VN,77.58,broken clouds,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
322,Capitan Bado,PY,75.54,scattered clouds,-23.2667,-55.5333,Hotel Suiza
324,Puerto Escondido,MX,86.83,few clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
335,Lorengau,PG,85.19,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
337,Poindimie,NC,79.32,scattered clouds,-20.9333,165.3333,hotel de la plage
338,Cockburn Town,TC,78.76,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
341,Meulaboh,ID,77.61,overcast clouds,4.1363,96.1285,Kost Pria
343,Peterongan,ID,76.66,overcast clouds,-7.5394,112.2792,Selaras Kost Syariah
344,Taoudenni,ML,79.56,scattered clouds,22.6783,-3.9836,
345,Yaan,NG,80.49,broken clouds,7.3833,8.5667,
358,Ahuimanu,US,82.11,broken clouds,21.4447,-157.8378,Paradise Bay Resort
360,Belmonte,BR,76.24,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
367,Karratha,AU,81.97,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
369,Arani,IN,75.96,clear sky,12.6667,79.2833,KPK LODGE
371,Wichian Buri,TH,81.93,overcast clouds,15.6578,101.106,Mit Sali Hotel
376,Salalah,OM,80.69,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
378,Doha,QA,77.31,clear sky,25.2867,51.5333,Movenpick Hotel Doha
379,Merauke,ID,82.54,overcast clouds,-8.4667,140.3333,
381,Miandrivazo,MG,78.48,broken clouds,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
384,Potam,MX,85.75,few clouds,27.6,-110.3833,Ejido La Pimienta
385,Surt,LY,76.55,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
392,Kpandae,GH,75.0,overcast clouds,8.4689,-0.0113,S. Amaski Guest House
397,Namatanai,PG,85.51,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
399,Waddan,LY,76.87,scattered clouds,29.1614,16.139,محل الشريف محمد العايب
400,Jaque,PA,78.71,light rain,7.5175,-78.1703,Aventuras Jaque S.A
403,Boa Vista,BR,76.98,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
406,Kieta,PG,84.99,broken clouds,-6.2167,155.6333,Uruna Bay Retreat
408,Dubai,AE,78.73,clear sky,25.2582,55.3047,"Radisson Blu Hotel, Dubai Deira Creek"
411,Muncar,ID,77.95,overcast clouds,-8.4333,114.3333,Zaky Homestay
413,Araouane,ML,81.14,clear sky,18.9048,-3.5265,
418,Bathsheba,BB,79.41,scattered clouds,13.2167,-59.5167,Atlantis Hotel
419,Kankan,GN,86.9,overcast clouds,10.3854,-9.3057,Hotel Bate
420,Bela,IN,84.13,broken clouds,25.9333,81.9833,Raj Bhawan
422,Ibotirama,BR,79.21,overcast clouds,-12.1853,-43.2206,Serra do Rio Hotel
423,Punta Gorda,US,80.62,few clouds,26.9298,-82.0454,Four Points by Sheraton Punta Gorda Harborside
426,Sawang Daen Din,TH,84.11,scattered clouds,17.4753,103.4575,บ้านเจเน็ต คอมพิวเตอร์
430,Ler,SS,76.93,light rain,8.3018,30.1418,Leer Humanitarian Hub
432,Gusau,NG,86.88,broken clouds,12.1628,6.6614,GUEST INN
436,Acapulco,MX,83.75,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
439,Vila Velha,BR,76.95,scattered clouds,-20.3297,-40.2925,Hotel Vitória Palace
441,Lucea,JM,82.26,clear sky,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
443,Samarai,PG,83.89,overcast clouds,-10.6167,150.6667,Nuli Sapi
444,Hambantota,LK,78.78,overcast clouds,6.1241,81.1185,Bungalow 63
449,Port Blair,IN,82.29,broken clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
452,Manta,EC,80.38,scattered clouds,-0.95,-80.7333,Balandra Hotel
453,Kissidougou,GN,78.08,overcast clouds,9.1848,-10.0999,Hôtel Mantis
455,Hatta,IN,87.4,broken clouds,24.1167,79.6,Agrawal Marriage Garden Bharat Tent House
458,Acarau,BR,77.83,broken clouds,-2.8856,-40.12,castelo pizzaria
461,Wanning,CN,78.84,scattered clouds,18.8003,110.3967,Paradise Hotel
464,Bara,NG,88.18,overcast clouds,10.3744,10.7288,
471,Dingle,PH,82.6,clear sky,10.9995,122.6711,SEGAYA PROPERTY
473,Itarema,BR,77.11,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
474,Grand Gaube,MU,77.38,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
479,Innisfail,AU,75.47,light rain,-17.5333,146.0333,Moondarra Motel
481,Portachuelo,BO,79.7,overcast clouds,-17.35,-63.4,MOTEL
488,Myanaung,MM,80.38,scattered clouds,18.2833,95.3167,Taung Hlay Khar
489,Mtsamboro,YT,79.92,moderate rain,-12.6998,45.0689,4 Etoiles
490,Panalingaan,PH,82.78,broken clouds,8.7842,117.4231,I Love Panalingaan View Deck
491,Challakere,IN,82.78,clear sky,14.3167,76.65,SR Residency
493,Qandala,SO,81.84,scattered clouds,11.472,49.8728,
499,Ixtapa,MX,82.89,clear sky,20.7,-105.2,hotel la terminal
501,Thinadhoo,MV,84.9,scattered clouds,0.5333,72.9333,
502,La Asuncion,VE,80.33,scattered clouds,11.0333,-63.8628,Colinas de Matasiete
504,Touros,BR,79.27,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
508,Ruidoso,US,76.14,clear sky,33.3317,-105.673,Inn of the Mountain Gods
509,Nizwa,OM,75.4,clear sky,22.9333,57.5333,Orient Apartments
510,Aden,YE,81.18,few clouds,12.7794,45.0367,Sama Emirate Hotel
511,Karauli,IN,79.02,scattered clouds,26.5,77.0167,Bhanwar Vilas Palace
512,Makakilo City,US,80.92,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
518,Kununurra,AU,82.38,broken clouds,-15.7667,128.7333,Hotel Kununurra
519,Sao Jose Da Coroa Grande,BR,77.72,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
526,Phan Thiet,VN,80.26,overcast clouds,10.9333,108.1,Hotel Saigon-PT
539,Ko Samui,TH,84.49,overcast clouds,9.5357,99.9357,The Passage
540,Sumbe,AO,76.55,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
542,Bandarbeyla,SO,81.05,broken clouds,9.4942,50.8122,JABIR HOTEL
549,Lodwar,KE,84.81,overcast clouds,3.1191,35.5973,Solmar Gracious Hotel
553,Sinnamary,GF,75.36,light rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
554,Cabinda,AO,77.92,overcast clouds,-5.55,12.2,Hotel Maiombe
555,Riyadh,SA,80.74,overcast clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
558,Rawatsar,IN,75.88,few clouds,29.2833,74.3833,Honda Service Center
559,Gamba,GA,77.14,overcast clouds,-2.65,10.0,
560,Itoman,JP,77.4,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
561,Mucurapo,TT,79.25,overcast clouds,10.6667,-61.5333,Courtyard by Marriott Port of Spain
568,Bouillante,GP,77.38,scattered clouds,16.1304,-61.7692,Gîtes Dardanelle
570,Kalmunai,LK,78.44,broken clouds,7.4167,81.8167,VS Villa
573,Finschhafen,PG,84.72,moderate rain,-6.6024,147.8681,Cossam Guest House
578,Dicabisagan,PH,82.8,clear sky,17.0818,122.4157,Nancy Montanes Bernardo
585,Ujhani,IN,81.07,broken clouds,28.0167,79.0167,Bhagwati Palace
589,Nishihara,JP,76.68,overcast clouds,26.1842,127.7558,Minshuku Agaihama
594,Edd,ER,86.25,few clouds,13.9297,41.6925,
599,Puerto Ayacucho,VE,76.19,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
607,Ternate,ID,82.27,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
608,Kavieng,PG,85.28,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
613,Oussouye,SN,75.38,scattered clouds,12.485,-16.5469,Auberge du Routard
615,Mangrol,IN,80.04,few clouds,21.1167,70.1167,Hotel The Royal Honours
617,Pontes E Lacerda,BR,75.0,overcast clouds,-15.2261,-59.3353,Hotel Bressan
619,Katherine,AU,84.52,overcast clouds,-14.4667,132.2667,Pine Tree Motel
623,Tonj,SS,76.08,overcast clouds,7.2737,28.6822,Lakan Hotel
634,Bosaso,SO,81.63,scattered clouds,11.2842,49.1816,Red Sea Hotel
638,Sembakung,ID,77.61,light rain,3.8167,117.25,
639,Contamana,PE,76.12,overcast clouds,-7.3333,-75.0167,Shiringal Touristic Park
641,High Rock,BS,75.22,broken clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
643,Maceio,BR,76.44,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
644,Houma,US,79.02,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
645,Biak,ID,80.76,overcast clouds,-0.9131,122.8766,Penginapan Kim
648,Golden,US,80.08,clear sky,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
658,Nabire,ID,80.85,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
660,Tiruchchendur,IN,82.13,scattered clouds,8.4833,78.1167,Hotel Udhayam International
661,Ligayan,PH,82.96,overcast clouds,4.6533,119.4706,
663,Kupang,ID,82.26,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
664,Point Fortin,TT,78.85,overcast clouds,10.1833,-61.6833,Jus Les' Suites
666,Davila,PH,80.58,clear sky,18.4726,120.5763,Blue Ridge Beach Resort
673,Mundo Nuevo,MX,81.25,few clouds,18.7,-95.5,
676,Kaduqli,SD,82.13,overcast clouds,11.0167,29.7167,Nussyba
680,Tawau,MY,77.13,broken clouds,4.2498,117.8871,Shervinton Executive Boutique Hotel
683,Yucca Valley,US,76.95,clear sky,34.1142,-116.4322,Americas Best Value Inn & Suites Joshua Tree National Park
685,Marakkanam,IN,81.25,few clouds,12.2,79.95,Samvasa by the Sea
693,Banjar,ID,80.69,overcast clouds,-8.19,114.9675,The Hamsa Resort
697,Bilma,NE,85.98,clear sky,18.6853,12.9164,Expeditions Ténére voyages
708,Guasdualito,VE,82.4,scattered clouds,7.2424,-70.7324,Hotel Cuibas
709,Murud,IN,83.19,moderate rain,18.3258,72.965,On Point Plaza
712,Camocim,BR,76.91,broken clouds,-2.9022,-40.8411,Ilha Praia Hotel
722,Gold Coast,AU,78.24,scattered clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
723,Boyolangu,ID,76.68,overcast clouds,-8.1181,111.8935,Yos ega cv
726,Vanimo,PG,84.69,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
727,Khulna,BD,78.26,clear sky,22.8135,89.5672,Hotel Jalico
729,Bowen,AU,76.19,light rain,-20.0167,148.2333,Castle Motor Lodge Motel
731,Madang,PG,84.38,broken clouds,-5.2246,145.7966,Comfort Inn Hotel
736,Am Timan,TD,86.86,broken clouds,11.0297,20.2827,Palais du chef Canton Salamt
740,Diu,IN,83.35,few clouds,20.7141,70.9822,Hotel Relax Inn
744,Varkkallai,IN,80.38,overcast clouds,8.7341,76.7067,Hindustan Beach Retreat
748,Jaisinghnagar,IN,80.71,scattered clouds,23.7,81.3833,Sonu Up Dhawa
751,Fare,PF,78.8,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
753,Tabou,CI,79.88,light rain,4.423,-7.3528,hotêl doufoulougou
754,Sakhon Nakhon,TH,80.96,broken clouds,17.1612,104.1472,บริษัท สกลแกรนด์พาเลซ จำกัด
757,Springdale,US,75.33,broken clouds,36.1867,-94.1288,Springdale Inn
758,Silver City,US,78.31,clear sky,32.7701,-108.2803,Copper Manor Motel
759,Tuy Hoa,VN,77.68,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
761,Matara,LK,77.7,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
763,Luganville,VU,84.29,broken clouds,-15.5333,167.1667,The Espiritu Hotel
769,Bapatla,IN,80.83,few clouds,15.9,80.4667,Kumar Hotel
773,Fuerte Olimpo,PY,78.84,clear sky,-21.0415,-57.8738,Hospedaje DAMI
774,Mogadishu,SO,82.35,overcast clouds,2.0371,45.3438,Hotel Juba
781,Urucui,BR,80.65,broken clouds,-7.2294,-44.5561,Hotel Premium Piauí
787,Kavali,IN,76.59,few clouds,14.9167,79.9833,Hotel Mourya Paradise
788,Ca Mau,VN,82.02,scattered clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
789,Pemangkat,ID,78.78,overcast clouds,1.1667,108.9667,Ramah Kost KITA
802,Mana,GF,75.4,light rain,5.6592,-53.7767,LE SAMANA
