City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
805,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
806,Chandbali,IN,79.41,scattered clouds,20.7833,86.7667,KABITA HOMES
810,Kilindoni,TZ,80.83,overcast clouds,-7.9139,39.6668,Bustani B&B
812,Nicoya,CR,81.81,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
814,Ankpa,NG,75.31,overcast clouds,7.3706,7.6253,AA Suites
822,Mahibadhoo,MV,83.46,broken clouds,3.7833,72.9667,Omadhoo Inn
824,Tual,ID,83.05,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
826,Jizan,SA,85.14,clear sky,17.3333,42.6667,شهدان. ابوالحجر
831,Kollo,NE,88.54,scattered clouds,13.3043,2.339,
836,Ishigaki,JP,77.7,clear sky,24.3448,124.1572,Hotel Peace Land Ishigakijima
842,Loanda,AO,76.64,overcast clouds,-8.8368,13.2343,EPIC SANA Luanda
843,Keshabpur,BD,78.94,clear sky,22.9183,89.2112,Hospital Para
845,Denpasar,ID,80.26,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
846,Libreville,GA,78.76,moderate rain,0.3925,9.4537,Le Méridien Re-Ndama
854,Miri,MY,78.17,broken clouds,4.4148,114.0089,"Mega Hotel, Miri"
855,Meadow Lake,US,84.29,clear sky,34.8014,-106.5436,TumbleWeed RV Park
856,Luanda,AO,77.0,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
863,Sulphur Springs,US,78.75,broken clouds,33.1385,-95.6011,Clarion Pointe Sulphur Springs
868,Bonfim,BR,75.47,overcast clouds,3.0833,-59.95,
869,Basco,PH,82.26,scattered clouds,20.4487,121.9702,Nathaniel's Lodge
870,Gadsden,US,75.16,clear sky,34.0143,-86.0066,Hampton Inn Gadsden
876,Cam Ranh,VN,80.56,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
879,Champerico,GT,75.74,few clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
881,Saint-Pierre,RE,76.68,few clouds,-21.3393,55.4781,Lindsey Hôtel
886,Coahuayana,MX,82.63,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
887,Natal,BR,78.76,overcast clouds,-5.795,-35.2094,Villa Park Hotel | Natal
889,Tupelo,US,78.62,clear sky,34.2576,-88.7034,"Hilton Garden Inn Tupelo, MS"
897,Pozo Colorado,PY,81.09,broken clouds,-23.4923,-58.7972,Hospedaje la Amistad
898,Paracelis,PH,79.72,clear sky,17.2667,121.4667,
899,Pandan,PH,82.51,few clouds,14.0453,124.1694,Bonifacio Lodge
910,Sagua La Grande,CU,76.42,overcast clouds,22.8067,-80.0756,Hotel Telégrafo
911,Isabela,PH,83.5,broken clouds,6.7085,121.9711,Isawad Resort
914,Praxedis Guerrero,MX,88.57,clear sky,31.3667,-106.0167,Congregación placitas de Otero
919,Bawku,GH,81.3,overcast clouds,11.0616,-0.2417,Ultimate Guest House
921,Awbari,LY,77.99,broken clouds,26.5921,12.7805,فندق أوباري
922,Taganak,PH,80.37,broken clouds,6.0833,118.3,Taganak
923,Ahome,MX,82.35,clear sky,25.9167,-109.1833,LA HOUSE DE LA ALEJANDRA
924,Biltine,TD,88.14,broken clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
926,Gayeri,BF,85.71,broken clouds,12.6497,0.4931,
932,Moindou,NC,78.03,scattered clouds,-21.6924,165.677,Equi-lodge de Moindou
933,Maragogi,BR,76.95,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
936,Axim,GH,78.73,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
938,Atar,MR,75.02,scattered clouds,20.5169,-13.0499,Oumou Elghoura
948,Banda Aceh,ID,80.08,broken clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
954,Candido Mendes,BR,75.51,overcast clouds,-1.4467,-45.7167,Quebrada Do Mlk PJL
957,Bubaque,GW,76.14,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
961,San Matias,BO,78.76,overcast clouds,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
965,The Valley,AI,78.82,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
966,La Gomera,GT,85.71,broken clouds,14.0833,-91.05,Cede.E.T.V
967,Progreso,MX,80.71,few clouds,21.2833,-89.6667,Playa Linda Hotel
972,Bac Lieu,VN,83.12,few clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
976,Savannah Bight,HN,80.42,clear sky,16.45,-85.85,Villa on Dunbar Rock
980,Carutapera,BR,76.91,broken clouds,-1.195,-46.02,Lidera
992,Tevaitoa,PF,78.73,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
993,Honiara,SB,86.7,overcast clouds,-9.4333,159.95,Heritage Park Hotel
996,Celestun,MX,81.68,few clouds,20.8667,-90.4,Posada Lilia
1002,Vidisha,IN,85.17,broken clouds,23.5333,77.8167,STARiHOTELS Railway station Vidisha
1009,Kimbe,PG,84.61,broken clouds,-5.5502,150.1429,Kimbe Bay Hotel
1010,Solenzo,BF,84.58,clear sky,12.1833,-4.0833,
1014,Manaquiri,BR,77.45,broken clouds,-3.3167,-60.35,
1016,Huejuquilla El Alto,MX,85.46,clear sky,22.6,-103.8667,Hotel Huexuquillan
1023,Sabha,LY,77.99,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
1027,Poum,NC,77.0,few clouds,-20.2333,164.0167,
1028,Sabang,ID,82.06,overcast clouds,5.8933,95.3214,Hotel Citra
1033,Galesong,ID,77.02,overcast clouds,-5.3166,119.3661,Sapriadi Appy
1035,Lingao,CN,75.54,scattered clouds,19.9103,109.6859,Lingao Ditai Inn
1038,Harper,LR,79.83,light rain,4.375,-7.7169,Screensaver
1044,Khandwa,IN,82.85,broken clouds,21.8333,76.3333,Hotel Grand Barrack
